"game_id","title","platform_key","platform_name","platform_short","platform_company","platform_generation","release_date","release_year","decade","developer","publisher","genre_detailed","genre_category","players_raw","players_min","players_max","rating_score_pct","rating_stars_5","description","rom_filename","rom_extension","rom_size_mb","has_cover_image","has_mix_image","has_screenshot","has_titlescreen","has_3d_box","has_backcover","has_marquee","has_fanart","cover_image_path","mix_image_path","screenshot_path","titlescreen_path","box3d_path","backcover_path","marquee_path"
"arcade_magic-purple","Magic Purple","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1996-01-01","1996","1990s","Unico","Unico","Platform / Run &amp; Jump","Platformer","1-2","1","2","40","2","Magic Purple is a platform game by Unico featuring a duck-like character who shoots and punches enemies to gain points.","magipur.zip","ZIP","1.1","true","true","true","true","true","false","true","false","covers/arcade/magipur.png","miximages/arcade/magipur.png","screenshots/arcade/magipur.png","titlescreens/arcade/magipur.png","3dboxes/arcade/magipur.png","","marquees/arcade/magipur.png"
"arcade_magic-sword-heroic-fantasy","Magic Sword: Heroic Fantasy","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1990-07-25","1990","1990s","Capcom","Capcom","Platform","Platformer","1-2","1","2","90","4.5","Magic Sword: Heroic Fantasy is a side-scrolling fantasy arcade game released by Capcom in 1990. The player can use a sword, an axe, or magic, and can also rescue and recruit potential allies from different character classes, each with their own special abilities. Three years earlier, Capcom had released the similar Black Tiger in 1987.

Magic Sword is set in a nameless world threatened by the dark lord Drokmar, who is in control of an evil crystal known as the ""Black Orb"" that would allow him to rule the world. To prevent this from happening, the Brave Hero must climb to the top of the 50-story tower that Drokmar resides in, known as the Dragon Keep. After Drokmar is defeated, the player has the option of two endings: destroy the Black Orb, or take control of it and become the new Dark Lord.","msword.zip","ZIP","1.37","true","true","true","true","true","true","true","true","covers/arcade/msword.png","miximages/arcade/msword.png","screenshots/arcade/msword.png","titlescreens/arcade/msword.png","3dboxes/arcade/msword.png","backcovers/arcade/msword.png","marquees/arcade/msword.png"
"arcade_magical-cat-adventure","Magical Cat Adventure","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1993-01-01","1993","1990s","Wintechno","Wintechno","Platform","Platformer","1-2","1","2","70","3.5","In this game you play as a magical cat wandering around a forest. This game features some very nice/appealing graphics. The cat has many strange weapons.","mcatadv.zip","ZIP","2.18","true","true","true","true","true","true","true","true","covers/arcade/mcatadv.png","miximages/arcade/mcatadv.png","screenshots/arcade/mcatadv.png","titlescreens/arcade/mcatadv.png","3dboxes/arcade/mcatadv.png","backcovers/arcade/mcatadv.png","marquees/arcade/mcatadv.png"
"arcade_magical-crystals","Magical Crystals","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1991-01-01","1991","1990s","Kaneko","Kaneko","Action / Labyrinth","Action","1-2","1","2","70","3.5","Magical Crystals is a maze/shooter game, developed and published by Kaneko, which was released in 1991 (also licensed to Atlus). 
The player impersonate a magician going through a set of mazes suspended in the air; the goal of the game is to rescue the pixies trapped inside the magical crystals. The game has a total of 6 worlds. Each world is divided into 3 acts and has a boss fight and a bonus stage at the end.","mgcrystl.zip","ZIP","0.98","true","true","true","true","true","false","true","true","covers/arcade/mgcrystl.png","miximages/arcade/mgcrystl.png","screenshots/arcade/mgcrystl.png","titlescreens/arcade/mgcrystl.png","3dboxes/arcade/mgcrystl.png","","marquees/arcade/mgcrystl.png"
"arcade_magical-date-ex-magical-date-sotsugyou-kokuhaku-daisakusen","Magical Date Ex / Magical Date - Sotsugyou Kokuhaku Daisakusen","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1996-01-01","1996","1990s","Taito","Taito","Simulation / Life","Strategy / Sim","1-2","1","2","","","In this game, the player picks one of three possible girls to date and then starts off in a square as in a board game, proceeding to other squares which have different mini games. At junction points the player is asked questions about their date and has to pick the correct answer, or she will become upset.","mgcldtex.zip","ZIP","12.98","true","true","true","true","true","false","true","false","covers/arcade/mgcldtex.png","miximages/arcade/mgcldtex.png","screenshots/arcade/mgcldtex.png","titlescreens/arcade/mgcldtex.png","3dboxes/arcade/mgcldtex.png","","marquees/arcade/mgcldtex.png"
"arcade_magical-drop-ii","Magical Drop II","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1996-01-01","1996","1990s","Data East","SNK","Puzzle","Puzzle","1-2","1","2","60","3","In Magical Drop II, you control a clown that can grab and throw balloons. You have to match three balloons of the same colour or more vertically to pop them and clear the screen. You can hold multiple balloons of the same colour at once and cause consecutive collisions. There are special balloons that cannot be removed that easily and power-ups that clear entire rows or provide additional help.

Depending of the originating country, there are different game modes:

1. Survival: Play as long as you can - an endless flow of balloons appears at a rapidly increasing speed while you move up levels.

2. Puzzle: You have a limited time to clear a fixed set of balloons before time runs out.

3. VS Mode: Fight the CPU or a fellow player in a direct split-screen duel. Each character has specific item balloons during gameplay.","magdrop2.zip","ZIP","5.28","true","true","true","true","true","true","true","true","covers/arcade/magdrop2.png","miximages/arcade/magdrop2.png","screenshots/arcade/magdrop2.png","titlescreens/arcade/magdrop2.png","3dboxes/arcade/magdrop2.png","backcovers/arcade/magdrop2.png","marquees/arcade/magdrop2.png"
"arcade_magical-drop-iii","Magical Drop III","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1997-01-01","1997","1990s","Data East","Data East","Puzzle","Puzzle","1-2","1","2","70","3.5","This is the third installment in the puzzle frenzy series Magical Drop. In the game you control a clown who throws marbles up on the screen into the cluster of multi-colored marbles, rocks and crystals. The goal is to get three or more of the same color to remove marbles, but you can also grab more than one at the time to create long chain combos and gain better ""special"" blocks at the top of the screen.

You can play the game in single player modes or versus a friend in versus mode. In versus mode you get to pick your character, much like in a fighting game, each with their own counter attacks and abilities.

For the PSX version, the first Magical Drop was included on a separate disc.","magdrop3.zip","ZIP","9.93","true","true","true","true","true","true","true","true","covers/arcade/magdrop3.png","miximages/arcade/magdrop3.png","screenshots/arcade/magdrop3.png","titlescreens/arcade/magdrop3.png","3dboxes/arcade/magdrop3.png","backcovers/arcade/magdrop3.png","marquees/arcade/magdrop3.png"
"arcade_chain-reaction","Chain Reaction","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1995-01-01","1995","1990s","Data East","Data East","Puzzle","Puzzle","1-2","1","2","70","3.5","Chain Reaction (known in Japan as Magical Drop) is a tile-matching puzzle game developed and released by Data East for arcades throughout 1995. Chain Reaction is known for its cute art style (with characters based on tarot cards) and two-player competitive gameplay. Players control a little clown at the bottom of their playfields and try to arrange groups of tiles to make them disappear before a tile reaches past the bottom of the playfield. This is done by pulling down similar tiles (and throwing them back up) to match.","magdropp.zip","ZIP","2.78","true","true","true","true","true","false","true","true","covers/arcade/magdropp.png","miximages/arcade/magdropp.png","screenshots/arcade/magdropp.png","titlescreens/arcade/magdropp.png","3dboxes/arcade/magdropp.png","","marquees/arcade/magdropp.png"
"arcade_magical-error-wo-sagase","Magical Error Wo Sagase","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1994-01-01","1994","1990s","Technosoft","Technosoft","Puzzle","Puzzle","1-2","1","2","70","3.5","Magical Error o Sagase is a spot the difference puzzle game for one or two players. In each level the player must point out the difference in the two images within the time limit. In contrast to most spot the difference games, in Magical Error wo Sagase, the images are mirror images of each other instead of direct copies.  Incorrect guesses cause the player to lose time on the time bar and once the time bar is depleted the game is over.

There are five levels per stage, and after each stage the player gets to play a bonus game to put more time on the time bar.","magerror.zip","ZIP","1.53","true","true","true","true","true","true","true","false","covers/arcade/magerror.png","miximages/arcade/magerror.png","screenshots/arcade/magerror.png","titlescreens/arcade/magerror.png","3dboxes/arcade/magerror.png","backcovers/arcade/magerror.png","marquees/arcade/magerror.png"
"arcade_hello-kitty-magical-pumpkin","Hello Kitty Magical Pumpkin","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1996-01-01","1996","1990s","Capcom","Capcom","Racing, Driving","Racing","1","1","1","60","3","""Magical Pumpkin"" is designed with Sanrio characters. You can also enjoy the driving game on TV by operating the steering wheel and three buttons. The game consists of two stages with a vertical and horizontal scrolling screen. A built-in mechanism vibrates the steering wheel when obstacles are hit. The speed and play time can be adjusted.","mpumpkin.zip","ZIP","1.07","true","true","true","true","true","true","true","false","covers/arcade/mpumpkin.png","miximages/arcade/mpumpkin.png","screenshots/arcade/mpumpkin.png","titlescreens/arcade/mpumpkin.png","3dboxes/arcade/mpumpkin.png","backcovers/arcade/mpumpkin.png","marquees/arcade/mpumpkin.png"
"arcade_magical-spot","Magical Spot","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1980-01-01","1980","1980s","Universal","Universal","Shooter","Shooter","1-2","1","2","30","1.5","Shoot larvae and grubs dropping from a UFO. Missed larvae will spin cocoons and when a total of seven hatch, they turn into Ultramoths that swarm against your ship. Destroy all the bugs on the screen to increase your rank.","magspot.zip","ZIP","0.01","true","true","true","true","true","true","true","false","covers/arcade/magspot.png","miximages/arcade/magspot.png","screenshots/arcade/magspot.png","titlescreens/arcade/magspot.png","3dboxes/arcade/magspot.png","backcovers/arcade/magspot.png","marquees/arcade/magspot.png"
"arcade_magical-spot-ii","Magical Spot II","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1980-01-01","1980","1980s","Universal","Universal","Shooter","Shooter","1-2","1","2","30","1.5","To put it in simple terms, if it moves and it is not your ship, destroy it. This game follows in the same vein as many of the early 1980's space shooters.","magspot2.zip","ZIP","0.01","true","true","true","true","true","false","true","false","covers/arcade/magspot2.png","miximages/arcade/magspot2.png","screenshots/arcade/magspot2.png","titlescreens/arcade/magspot2.png","3dboxes/arcade/magspot2.png","","marquees/arcade/magspot2.png"
"arcade_magicball-fighting","Magicball Fighting","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1994-01-01","1994","1990s","Unknown","SemiCom","Sports","Sports","1-2","1","2","50","2.5","Magicball Fighting (c) 1994 SemiCom.  - SOURCES -  Game's ROM.","magicbal.zip","ZIP","0.83","true","true","true","true","true","true","true","false","covers/arcade/magicbal.png","miximages/arcade/magicbal.png","screenshots/arcade/magicbal.png","titlescreens/arcade/magicbal.png","3dboxes/arcade/magicbal.png","backcovers/arcade/magicbal.png","marquees/arcade/magicbal.png"
"arcade_magician-lord","Magician Lord","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1990-01-01","1990","1990s","ADK","SNK","Platform / Shooter Scrolling","Shooter","1-2","1","2","60","3","Magician Lord puts you in charge of Elta, a wizard who has the task of collecting eight books of wisdom from the clutches of Az Atorse, the god of destruction. By collecting the right power-ups along the way, you can transform into different characters, including the Rajin, Samurai, Waterman, Shinobi, Poseidon, and Dragon Warrior. Each character has different abilities. There are eight areas in the game, and each stage ends with you trying to defeat both a guardian and the end-of-area boss (which are basically Atorse's incarnations). One of the first games that demonstrated the graphical abilities of the Neo-Geo.","maglord.zip","ZIP","4.5","true","true","true","true","true","true","true","true","covers/arcade/maglord.png","miximages/arcade/maglord.png","screenshots/arcade/maglord.png","titlescreens/arcade/maglord.png","3dboxes/arcade/maglord.png","backcovers/arcade/maglord.png","marquees/arcade/maglord.png"
"arcade_magix-rock","Magix / Rock","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1995-01-01","1995","1990s","Unknown","Yun Sung","Adults","Action","1","1","1","50","2.5","A tetris-type game.","magix.zip","ZIP","0.79","true","true","true","true","true","true","true","false","covers/arcade/magix.png","miximages/arcade/magix.png","screenshots/arcade/magix.png","titlescreens/arcade/magix.png","3dboxes/arcade/magix.png","backcovers/arcade/magix.png","marquees/arcade/magix.png"
"arcade_main-event","Main Event","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1984-01-01","1984","1980s","SNK","SNK","Sports","Sports","1-2","1","2","30","1.5","A boxing game from SNK.","mainsnk.zip","ZIP","0.07","true","true","true","true","true","true","true","false","covers/arcade/mainsnk.png","miximages/arcade/mainsnk.png","screenshots/arcade/mainsnk.png","titlescreens/arcade/mainsnk.png","3dboxes/arcade/mainsnk.png","backcovers/arcade/mainsnk.png","marquees/arcade/mainsnk.png"
"arcade_the-adventures-of-major-havoc","The Adventures of Major Havoc","arcade","Arcade","Arcade","Ýmsir (Namco, Sega, Capcom, Konami, Taito, SNK, Atari, o.fl.)","Arcade (Öll tímabil)","1983-01-01","1983","1980s","Atari","Atari","Shoot'em Up","Shooter","1-2","1","2","90","4.5","Major Havoc is a vector-based shoot-em-up and platform game in which the evil Vaxxian Empire overran the galaxy many years ago. Most of humanity was enslaved and abducted to the Vaxxian home world, although a few human scientists managed to escape. The Vaxxian Empire has long since collapsed but numerous Vaxxian space stations, all blindly controlled and defended by robots, still remain in the galaxy, mindlessly following their original, pre-programmed orders.

The small band of scientists who initially escaped have cloned the great human hero, 'Major Havoc' and tasked him with flying his 'Catastrofighter' through a wormhole in space so that he may lead a clone army against the dreaded Vaxxian robots and to liberate the remnants of humanity by destroying the enemy reactors. The player controls Major Rex Havoc, the leader of this band of clones.

The game is broken down into two distinct gameplay genres. The first is a shoot-'em-up in which the player controls Major Havoc's spaceship against the numerous robot ships that defend the enemy reactors. The ships are encased in a force-field shield which must first be shot and depleted before the ship itself can be destroyed.","mhavoc.zip","ZIP","0.07","true","true","true","true","true","true","true","true","covers/arcade/mhavoc.png","miximages/arcade/mhavoc.png","screenshots/arcade/mhavoc.png","titlescreens/arcade/mhavoc.png","3dboxes/arcade/mhavoc.png","backcovers/arcade/mhavoc.png","marquees/arcade/mhavoc.png"
